RegionID,RegionAcronym,Region,ParentID,Color_1,Color_2,Color_3
705,mtg,Mammillotegmental tract,660,0.611764705882353,0.611764705882353,0.611764705882353
706,mt,Mammillothalamic tract,660,0.611764705882353,0.611764705882353,0.611764705882353
707,mfb,Medial forebrain bundle,660,0.611764705882353,0.611764705882353,0.611764705882353
708,ml,Medial lemniscus,660,0.611764705882353,0.611764705882353,0.611764705882353
709,mlf,Medial longitudinal faciculcus,660,0.611764705882353,0.611764705882353,0.611764705882353
710,mml,Medial medullar lamina,660,,,
711,me5,Mesencephalic trigeminal tract,660,0.611764705882353,0.611764705882353,0.611764705882353
712,mcp,Middle cerebellar peduncle,660,0.611764705882353,0.611764705882353,0.611764705882353
713,m5,Motor root of the trigeminal nerve,660,0.611764705882353,0.611764705882353,0.611764705882353
714,ns,Nigrostriatal bundle,660,,,
715,oc,Olivocerebellar tract,660,,,
716,ocb,Olivocochlear bundle,660,,,
717,och,Optic chiasm,660,0.611764705882353,0.611764705882353,0.611764705882353
718,opt,Optic tract,660,0.611764705882353,0.611764705882353,0.611764705882353
719,palhy,Palidohypothalamic tract,660,,,
720,pc,Posterior commissure,660,0.611764705882353,0.611764705882353,0.611764705882353
721,py,Pyramidal tract,660,0.611764705882353,0.611764705882353,0.611764705882353
722,pyx,Pyramidal decussation,660,0.611764705882353,0.611764705882353,0.611764705882353
723,rmx,Retromammillary decussation,660,,,
724,rcc,Rostrum of the corpus callosum,660,,,
725,rs,Rubrospinal tract,660,0.611764705882353,0.611764705882353,0.611764705882353
726,s5,Sensory root of the trigeminal nerve,660,0.611764705882353,0.611764705882353,0.611764705882353
727,sol,Solitary tract,660,0.611764705882353,0.611764705882353,0.611764705882353
728,sp5,Spinal trigeminal tract,660,0.611764705882353,0.611764705882353,0.611764705882353
729,sm,Stria medullaris of the thalamus,660,0.611764705882353,0.611764705882353,0.611764705882353
730,st,Stria terminalis,660,0.611764705882353,0.611764705882353,0.611764705882353
731,sox,Supraoptic decussation,660,,,
732,scp,Superior cerebellar peduncle,660,0.611764705882353,0.611764705882353,0.611764705882353
733,ts,Tectospinal tract,660,,,
734,tfp,Transverse fibers of the pons,660,0.611764705882353,0.611764705882353,0.611764705882353
735,tz,Trapezoid body,660,,,
736,vhc,Ventral hippocampal commissure,660,,,
737,vsc,Ventral spinocerebellar tract,660,0.611764705882353,0.611764705882353,0.611764705882353
738,vtgx,Ventral tegmental decussation,660,,,
739,veme,Vestibulomesencephalic tract,660,,,
760,V,VENTRICLE,1,0.92156862745098,0.905882352941176,0.882352941176471
768,Mre,Mammillary recess of the 3rd ventricle,760,,,
769,ReIC,Recess of the inferior colliculus,760,,,
770,3V,Third ventricle,760,0.537254901960784,0.741176470588235,0.870588235294118
761,Aq,Aqueduct,760,0.984313725490196,0.854901960784314,0.870588235294118
762,CC,Central canal,760,,,
763,D3V,Dorsal 3rd ventricle,760,,,
764,4V,Fourth ventricle,760,0.870588235294118,0.823529411764706,0.749019607843137
765,IVF,Interventricular foramen,760,,,
766,LR4V,Lateral recess of the 4th ventricle,760,,,
767,LV,Lateral ventricle,760,0.729411764705882,0.858823529411765,0.780392156862745
633,CB,CEREBELLUM (METENCEPHALON),1,0.941176470588235,0.588235294117647,0.16078431372549
634,Cb,Cerebellar cortex,633,0.635294117647059,0.333333333333333,0.235294117647059
640,2Cb,Lobule 2 of cerebellar vermis,634,0.568627450980392,0.298039215686275,0.207843137254902
641,3Cb,Lobule 3 of cerebellar vermis,634,0.384313725490196,0.250980392156863,0.207843137254902
642,4Cb,Lobule 4 of cerebellar vermis,634,0.525490196078431,0.36078431372549,0.294117647058824
643,5Cb,Lobule 5 of cerebellar vermis,634,0.43921568627451,0.294117647058824,0.219607843137255
644,6Cb,Lobule 6 of cerebellar vermis,634,0.847058823529412,0.376470588235294,0.0666666666666667
645,7Cb,Lobule 7 of cerebellar vermis,634,0.698039215686274,0.384313725490196,0.207843137254902
646,8Cb,Lobule 8 of cerebellar vermis,634,0.690196078431373,0.462745098039216,0.309803921568627
647,9Cb,Lobule 9 of cerebellar vermis (uvula),634,0.694117647058824,0.388235294117647,0.164705882352941
648,10Cb,Lobule 10 of cerebellar vermis (nodule),634,0.945098039215686,0.733333333333333,0.576470588235294
649,PFl,Paraflocculus,634,,,
650,PM,Paramedian lobule,634,,,
651,Sim,Simple lobule,634,,,
635,Cop,Copula of the pyramis,634,,,
636,Crus1,Crus1 of the ansiform lobule,634,,,
637,Crus2,Crus2 of the ansiform lobule,634,,,
638,Fl,Flocculus,634,,,
639,1Cb,Lobule 1 of cerebellar vermis (lingula),634,0.713725490196078,0.282352941176471,0.149019607843137
659,SMV,Superior medullary velum,633,,,
652,Dc,Deep cerebellar nuclei,633,0.666666666666667,0.47843137254902,0.250980392156863
653,IntA,Anterior interposed cerebellar nucleus,652,0.937254901960784,0.505882352941176,0.0588235294117647
654,Lat,Lateral (dentate) cerebellar nucleus,652,0.505882352941176,0.396078431372549,0.317647058823529
655,LatPC,Lateral cerebellar nucleus; parvicellular part,652,,,
656,Med,Medial cerebellar nucleus,652,0.427450980392157,0.298039215686275,0.2
657,IntP,Posterior interposed cerebellar nucleus,652,0.890196078431372,0.611764705882353,0.517647058823529
658,VeCb,Vestibulocerebellar nucleus,652,0.87843137254902,0.427450980392157,0.415686274509804
